epoch,training_accuracy,training_f1,training_loss,validation_accuracy,validation_f1,validation_loss
32,0.9967434869739478,0.9967263189547125,0.011964687988394871,0.7168949771689497,0.7034937143395357,3.0114030006031194
33,0.9972444889779558,0.9972360067840074,0.01038261974148918,0.7123287671232876,0.6999281480603585,2.9961695852024213
34,0.9979959919839678,0.9979751261607612,0.00897865192615427,0.7237442922374429,0.7074968744550051,2.955391693638549
35,0.9974949899799599,0.9974742738468221,0.011478685699927155,0.7184170471841704,0.7028959349601488,3.0137718923145993
36,0.9982464929859719,0.9982256502632932,0.007645746281836182,0.7245053272450532,0.7083573422708962,2.953777748836382
37,0.9984969939879759,0.9984762508588636,0.0056554276988608765,0.7267884322678843,0.7098696831982945,2.9868479149327394
38,0.9989979959919839,0.9989888416851403,0.004372118881205097,0.7245053272450532,0.7079105786274256,3.0551075320469128
39,0.9984969939879759,0.9984784452007489,0.004766921634436585,0.7275494672754946,0.7082438336496202,3.0931757413560437
40,0.9987474949899798,0.9987267845194645,0.004523723006539512,0.726027397260274,0.7091795509237081,3.101579574014371
41,0.9987474949899798,0.9987267845194645,0.004418138973822351,0.726027397260274,0.7095033093706377,3.095639778500689
42,0.9987474949899798,0.9987267845194645,0.003676437138579786,0.7275494672754946,0.7110774637242169,3.096932868506493
43,0.9989979959919839,0.9989768261495311,0.0027277096837060527,0.7275494672754946,0.7112077319786687,3.1039531282260127
44,0.9989979959919839,0.9989768261495311,0.0037098798669176177,0.7275494672754946,0.7101261861112527,3.1475571226661225
45,0.9989979959919839,0.9989792070312171,0.003116886715462897,0.7237442922374429,0.7067407628220019,3.173795958994777
46,0.9984969939879759,0.9984784452007489,0.0050147133355494585,0.7207001522070015,0.7037568095564745,3.1837701629486954
47,0.9989979959919839,0.9989768261495311,0.0027949605978792535,0.7229832572298325,0.7075537321768568,3.165644374188213
48,0.9989979959919839,0.9989768261495311,0.002784993593930267,0.7222222222222222,0.7063688104445994,3.1747420429296436
49,0.9987474949899798,0.9987262921796128,0.003924818865896669,0.7229832572298325,0.706649439835844,3.171076829123887
50,0.9989979959919839,0.9989768261495311,0.0036958409697399473,0.7229832572298325,0.706649439835844,3.171775172941298
